|dates|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SweetGrass_Montana_UnitedStates.Male_Total_Population.data|SweetGrass_Montana_UnitedStates.Male_Total_Population.missing|SweetGrass_Montana_UnitedStates.Female_Total_Population.data|SweetGrass_Montana_UnitedStates.Female_Total_Population.missing|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-01-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-02-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-03-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-04-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-05-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-06-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-07-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-08-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-09-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-10-15|986.0|0|1895.0|0|1815.0|0|734.0|0
