|dates|Glasscock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Glasscock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Glasscock_Texas_UnitedStates.Male_Total_Population.data|Glasscock_Texas_UnitedStates.Male_Total_Population.missing|Glasscock_Texas_UnitedStates.Female_Total_Population.data|Glasscock_Texas_UnitedStates.Female_Total_Population.missing|Glasscock_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Glasscock_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-02-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-03-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-04-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-05-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-06-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-07-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-08-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-09-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-10-15|211.0|0|765.0|0|623.0|0|363.0|0
