|dates|Jackson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Colorado_UnitedStates.Male_Total_Population.data|Jackson_Colorado_UnitedStates.Male_Total_Population.missing|Jackson_Colorado_UnitedStates.Female_Total_Population.data|Jackson_Colorado_UnitedStates.Female_Total_Population.missing|Jackson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-02-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-03-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-04-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-05-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-06-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-07-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-08-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-09-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-10-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-11-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2020-12-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-01-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-11|311.0|0|724.0|0|675.0|0|239.0|0
